天津,2018-01-01,3,-5,晴,东北风 2级
天津,2018-01-02,1,-4,阴,东北风 2级
天津,2018-01-03,0,-5,阴,北风 3级
天津,2018-01-04,-1,-5,阴,北风 2级
天津,2018-01-05,3,-6,晴,西北风 2级
天津,2018-01-06,4,-4,阴,北风 2级
天津,2018-01-07,3,-2,霾,西风 2级
天津,2018-01-08,0,-5,晴,西北风 4级
天津,2018-01-09,0,-6,晴,西北风 4级
天津,2018-01-10,-2,-7,晴,西北风 3级
天津,2018-01-11,-3,-9,晴,西北风 3级
天津,2018-01-12,3,-9,晴,西风 3级
天津,2018-01-13,5,-6,晴,西南风 2级
天津,2018-01-14,5,-8,晴,西风 2级
天津,2018-01-15,2,-4,多云,东南风 2级
天津,2018-01-16,5,-2,晴,东北风 2级
天津,2018-01-17,5,-4,多云,西北风 2级
天津,2018-01-18,7,-4,多云,西南风 2级
天津,2018-01-19,7,-4,晴,西风 1级
天津,2018-01-20,4,-4,晴,东风 3级
天津,2018-01-21,-1,-4,阴,东风 3级
天津,2018-01-22,-2,-9,多云,东北风 2级
天津,2018-01-23,-6,-12,晴,西北风 3级
天津,2018-01-24,-4,-11,多云,西北风 2级
天津,2018-01-25,-5,-10,晴,东北风 2级
天津,2018-01-26,-4,-11,多云,南风 1级
天津,2018-01-27,-4,-10,阴,南风 2级
天津,2018-01-28,-3,-10,晴,西北风 3级
天津,2018-01-29,0,-8,晴,西北风 3级
天津,2018-01-30,4,-10,晴,西北风 2级
天津,2018-01-31,4,-6,晴,西北风 3级
天津,2018-02-01,5,-6,晴,西北风 2级
天津,2018-02-02,-1,-6,晴,西北风 4级
天津,2018-02-03,0,-8,晴,西北风 3级
天津,2018-02-04,2,-9,晴,西北风 2级
天津,2018-02-05,-1,-8,晴,北风 3级
天津,2018-02-06,2,-9,晴,西南风 2级
天津,2018-02-07,1,-5,晴,北风 3级
天津,2018-02-08,2,-12,多云,南风 3级
天津,2018-02-09,4,-5,多云,西北风 4级
天津,2018-02-10,0,-7,晴,西北风 3级
天津,2018-02-11,-1,-7,晴,西北风 4级
天津,2018-02-12,6,-6,晴,西风 3级
天津,2018-02-13,13,-4,晴,西南风 2级
天津,2018-02-14,5,-2,阴,北风 3级
天津,2018-02-15,5,-4,晴,南风 2级
天津,2018-02-16,8,-2,晴,东北风 3级
天津,2018-02-17,5,-4,阴,东南风 2级
