哈尔滨,2020-08-15,26,17,多云,西风 3级
哈尔滨,2020-08-16,28,18,多云,西南风 2级
哈尔滨,2020-08-17,29,18,雷阵雨,南风 3级
哈尔滨,2020-08-18,27,23,雷阵雨,西风 3级
哈尔滨,2020-08-19,23,18,多云,北风 3级
哈尔滨,2020-08-20,23,18,晴,东北风 3级
哈尔滨,2020-08-21,24,20,晴,东风 2级
哈尔滨,2020-08-22,26,15,阴,南风 2级
哈尔滨,2020-08-23,26,18,多云,南风 2级
哈尔滨,2020-08-24,22,18,阵雨,南风 3级
哈尔滨,2020-08-25,27,19,多云,西南风 3级
哈尔滨,2020-08-26,28,20,多云,南风 2级
哈尔滨,2020-08-27,24,20,大雨,东北风 4级
哈尔滨,2020-08-28,24,16,中雨,东风 2级
哈尔滨,2020-08-29,22,16,中雨,南风 2级
哈尔滨,2020-08-30,23,18,多云,南风 2级
哈尔滨,2020-08-31,28,19,多云,南风 3级
