重庆,2018-01-01,11,7,阴,东北风 1级
重庆,2018-01-02,9,8,阴,东北风 1级
重庆,2018-01-03,9,7,雨,东北风 1级
重庆,2018-01-04,7,4,多云,东北风 2级
重庆,2018-01-05,8,5,阴,东北风 2级
重庆,2018-01-06,7,2,晴,东北风 2级
重庆,2018-01-07,5,3,多云,北风 2级
重庆,2018-01-08,8,2,晴,北风 2级
重庆,2018-01-09,11,2,晴,北风 1级
重庆,2018-01-10,12,2,晴,西北风 1级
重庆,2018-01-11,11,2,晴,东北风 1级
重庆,2018-01-12,10,3,晴,东风 2级
重庆,2018-01-13,8,7,霾,东风 2级
重庆,2018-01-14,13,4,晴,东北风 2级
重庆,2018-01-15,10,4,阴,东北风 2级
重庆,2018-01-16,12,4,晴,西南风 2级
重庆,2018-01-17,10,3,晴,东北风 2级
重庆,2018-01-18,10,7,阴,东南风 1级
重庆,2018-01-19,10,7,晴,东北风 1级
重庆,2018-01-20,10,5,阴,东北风 1级
重庆,2018-01-21,11,5,晴,南风 1级
重庆,2018-01-22,11,5,晴,东北风 2级
重庆,2018-01-23,11,7,多云,东北风 2级
重庆,2018-01-24,11,8,雨,东北风 2级
重庆,2018-01-25,6,2,多云,北风 2级
重庆,2018-01-26,5,1,多云,东北风 2级
重庆,2018-01-27,4,0,晴,东北风 2级
重庆,2018-01-28,6,2,晴,北风 1级
重庆,2018-01-29,8,3,晴,东北风 1级
重庆,2018-01-30,5,1,多云,东北风 2级
重庆,2018-01-31,8,1,多云,西北风 2级
重庆,2018-02-01,6,0,多云,东北风 2级
重庆,2018-02-02,9,4,阴,西南风 1级
重庆,2018-02-03,10,4,多云,东风 2级
重庆,2018-02-04,6,3,多云,东风 2级
重庆,2018-02-05,7,3,晴,东风 1级
重庆,2018-02-06,10,3,多云,东北风 2级
重庆,2018-02-07,11,5,晴,西北风 1级
重庆,2018-02-08,12,4,晴,东风 2级
重庆,2018-02-09,9,4,晴,北风 2级
重庆,2018-02-10,7,4,多云,北风 2级
重庆,2018-02-11,7,4,多云,东北风 1级
重庆,2018-02-12,7,4,晴,东北风 1级
重庆,2018-02-13,11,4,晴,东北风 2级
重庆,2018-02-14,12,6,阴,东北风 2级
重庆,2018-02-15,12,7,多云,西风 1级
重庆,2018-02-16,17,5,晴,东北风 2级
重庆,2018-02-17,13,8,阴,东北风 2级
重庆,2018-02-18,12,6,晴,北风 2级
重庆,2018-02-19,11,8,晴,北风 2级
重庆,2018-02-20,13,8,晴,东北风 2级
重庆,2018-02-21,11,8,阴,东北风 2级
重庆,2018-02-22,9,5,阴,东北风 2级
重庆,2018-02-23,13,6,晴,东北风 2级
重庆,2018-02-24,15,7,多云,西北风 2级
重庆,2018-02-25,19,8,晴,东风 2级
重庆,2018-02-26,15,8,晴,东风 2级
重庆,2018-02-27,15,8,多云,东北风 1级
重庆,2018-02-28,18,9,晴,东北风 2级
重庆,2018-03-01,21,11,晴,北风 2级
重庆,2018-03-02,21,13,多云,东北风 2级
重庆,2018-03-03,22,13,多云,东北风 2级
重庆,2018-03-04,18,13,多云,西北风 2级
重庆,2018-03-05,14,12,多云,东风 2级
重庆,2018-03-06,13,11,阴,东北风 2级
重庆,2018-03-07,13,8,多云,东北风 2级
重庆,2018-03-08,19,7,多云,东风 2级
重庆,2018-03-09,23,9,晴,东风 2级
重庆,2018-03-10,18,12,晴,东风 3级
重庆,2018-03-11,16,12,多云,东南风 2级
重庆,2018-03-12,17,11,多云,东北风 2级
重庆,2018-03-13,20,13,多云,东北风 1级
重庆,2018-03-14,22,12,晴,东北风 1级
重庆,2018-03-15,25,12,晴,东风 2级
重庆,2018-03-16,26,13,多云,东南风 3级
重庆,2018-03-17,25,14,多云,东北风 3级
重庆,2018-03-18,19,13,多云,北风 2级
重庆,2018-03-19,17,10,多云,北风 2级
重庆,2018-03-20,20,9,多云,东北风 2级
重庆,2018-03-21,20,12,阴,东南风 1级
重庆,2018-03-22,23,12,多云,东风 1级
重庆,2018-03-23,20,14,多云,东风 2级
重庆,2018-03-24,17,12,多云,东北风 2级
重庆,2018-03-25,20,13,晴,东北风 1级
重庆,2018-03-26,22,13,多云,东北风 2级
重庆,2018-03-27,20,15,雨,西风 1级
重庆,2018-03-28,18,15,雨,东风 1级
重庆,2018-03-29,22,15,晴,东风 1级
重庆,2018-03-30,23,15,多云,东风 2级
重庆,2018-03-31,20,15,阴,西风 2级
重庆,2018-04-01,23,16,晴,西风 1级
重庆,2018-04-02,28,14,晴,东风 2级
重庆,2018-04-03,32,16,晴,东北风 2级
重庆,2018-04-04,29,19,多云,东南风 2级
重庆,2018-04-05,23,14,雨,东北风 3级
重庆,2018-04-06,19,11,阴,东北风 1级
重庆,2018-04-07,21,9,多云,东南风 2级
重庆,2018-04-08,24,11,晴,东风 2级
重庆,2018-04-09,29,14,多云,东风 2级
重庆,2018-04-10,29,18,多云,东南风 1级
重庆,2018-04-11,27,19,多云,东南风 2级
重庆,2018-04-12,26,21,多云,东风 2级
重庆,2018-04-13,22,13,雨,西北风 2级
重庆,2018-04-14,14,11,多云,西北风 2级
重庆,2018-04-15,18,11,多云,东北风 1级
重庆,2018-04-16,23,12,晴,东风 2级
重庆,2018-04-17,29,14,晴,东风 2级
重庆,2018-04-18,32,17,晴,东南风 2级
重庆,2018-04-19,30,21,多云,东南风 3级
重庆,2018-04-20,25,19,雨,东风 2级
重庆,2018-04-21,26,19,雨,东北风 1级
重庆,2018-04-22,24,19,晴,东北风 2级
重庆,2018-04-23,22,18,雨,北风 1级
重庆,2018-04-24,20,17,雨,东风 2级
重庆,2018-04-25,20,16,多云,南风 2级
重庆,2018-04-26,25,15,晴,北风 1级
重庆,2018-04-27,26,16,晴,东风 1级
重庆,2018-04-28,26,18,雨,东风 2级
重庆,2018-04-29,29,18,多云,北风 2级
重庆,2018-04-30,31,21,阴,东北风 1级
重庆,2018-05-01,24,20,多云,北风 2级
重庆,2018-05-02,26,21,多云,东风 1级
重庆,2018-05-03,23,19,雨,东南风 2级
重庆,2018-05-04,28,20,雨,东风 2级
重庆,2018-05-05,25,19,雨,东北风 2级
重庆,2018-05-06,24,15,多云,西风 2级
重庆,2018-05-07,28,16,晴,东风 2级
重庆,2018-05-08,29,18,阴,东风 2级
重庆,2018-05-09,24,17,阴,东风 2级
重庆,2018-05-10,21,18,雨,东北风 2级
重庆,2018-05-11,20,17,多云,西风 2级
重庆,2018-05-12,28,17,阴,东风 1级
重庆,2018-05-13,31,17,多云,东风 1级
重庆,2018-05-14,32,21,多云,东南风 2级
重庆,2018-05-15,34,22,晴,东南风 2级
重庆,2018-05-16,34,23,多云,东南风 2级
重庆,2018-05-17,29,20,雨,西南风 2级
重庆,2018-05-18,29,23,晴,西南风 2级
重庆,2018-05-19,29,22,多云,东风 2级
重庆,2018-05-20,31,22,多云,东风 2级
重庆,2018-05-21,32,22,阴,东风 2级
重庆,2018-05-22,27,16,阴,西北风 3级
重庆,2018-05-23,22,14,多云,东风 2级
重庆,2018-05-24,23,19,多云,东北风 2级
重庆,2018-05-25,26,19,阴,西南风 1级
重庆,2018-05-26,23,20,雨,西北风 2级
重庆,2018-05-27,21,18,多云,西南风 2级
重庆,2018-05-28,26,18,晴,东北风 2级
重庆,2018-05-29,24,19,多云,东北风 2级
重庆,2018-05-30,22,18,雨,东风 1级
重庆,2018-05-31,24,19,多云,东北风 2级
重庆,2018-06-01,24,18,晴,东风 2级
重庆,2018-06-02,27,20,多云,北风 1级
重庆,2018-06-03,25,19,多云,北风 2级
重庆,2018-06-04,27,19,多云,西南风 2级
重庆,2018-06-05,31,20,晴,东风 1级
重庆,2018-06-06,33,20,晴,东风 1级
重庆,2018-06-07,34,22,晴,东风 1级
重庆,2018-06-08,26,22,阴,西北风 2级
重庆,2018-06-09,29,20,多云,西风 2级
重庆,2018-06-10,31,19,晴,东风 1级
重庆,2018-06-11,30,23,大雨到暴雨,北风 2级
重庆,2018-06-12,25,20,多云,东风 1级
重庆,2018-06-13,26,21,多云,西南风 1级
重庆,2018-06-14,29,22,多云,西南风 2级
重庆,2018-06-15,25,22,阴,东北风 2级
